Name;Party;Municipality;Education;Year of birth;Language;Language skills;Gender;My municipality should set a maximum size for elementary school teaching groups.;It is justifiable to close down small schools to cut costs.;In my municipality, pupils should have the opportunity to study Swedish in Finnish-speaking schools before the sixth grade in elementary schools.;My municipality should financially support the home care of children under the age of 3.;My municipality should attract residents with a baby allowance.;Schools and kindergartens should serve less meat.;Schools should maintain Christian traditions.;If the municipality's income and expenses must be balanced, it should be done by cutting expenses rather than raising taxes.;Capital gains should not be subject to municipal taxation.;The municipality should primarily buy services from companies that it owns.;Municipalities should help to finance regional flights.;Remote support in looking for jobs is sufficient for unemployed people in small towns.;If necessary, the municipality should expropriate private land in order to obtain land for construction.;My municipality should avoid clear-cutting in the forest areas it owns.;The municipality should prioritise construction over preserving the local nature.;My municipality should attract more industrial jobs, even if it harms the environment.;My municipality must strive to achieve carbon neutrality before Finland's national target year of 2035.;Even sparsely populated areas of my municipality should have access to public transport to reach services.;Immigrants strengthen the vitality of my municipality.;My municipality must refuse to accept quota refugees.;My municipality should finance events that encourage interaction between different cultures.;My municipality should reduce spending on immigrant integration services.;Municipalities should compensate for the state cuts in theatre funding.;Libraries should be self-service so that my municipality can save on staff salary costs.;My municipality should show support for gender and sexual minorities by flying a Pride flag.
Altti Anttonen;Kansallinen Kokoomus;Mäntsälä;alempi korkeakoulututkinto;1968;suomi;suomi, englanti;male;2;1;1;2;2;1;2;2;1;2;1;2;1;1;2;2;1;2;1;1;2;2;1;1;1
Marko Auvinen;Vasemmistoliitto;Mäntsälä;ammattitutkinto;1976;suomi;suomi, englanti;male;3;2;1;2;1;1;1;0;1;2;0;2;2;2;2;1;3;3;1;1;2;1;0;1;2
Eerik Brusila;Suomen Keskusta;Mäntsälä;ylempi korkeakoulututkinto;1997;suomi;;male;2;0;1;3;2;1;2;2;2;1;1;1;1;1;2;2;1;3;2;1;1;1;1;1;2
Asko Eerola;Kansallinen Kokoomus;Mäntsälä;alempi korkeakoulututkinto;1959;suomi;suomi, ruotsi, englanti;male;3;2;0;1;0;2;0;2;3;0;1;1;1;1;1;1;0;3;3;0;3;0;2;2;2
Anssi Eronen;Perussuomalaiset;Mäntsälä;alempi korkeakoulututkinto;1962;suomi;suomi, englanti;male;3;0;3;3;1;0;3;3;3;0;0;0;1;0;1;3;0;3;1;2;0;2;0;2;0
Pauli Goltz;Perussuomalaiset;Mäntsälä;ammattitutkinto;1954;suomi;suomi;male;3;1;0;3;2;0;3;2;3;2;1;2;0;1;1;1;0;2;0;2;2;2;1;0;0
Joni Haimakka;Vapauden liitto;Mäntsälä;ammattitutkinto;1976;suomi;englanti;male;3;0;2;3;1;0;2;3;3;3;1;2;0;1;2;2;0;3;0;3;0;3;1;2;0
Heikki Hankila;Suomen Keskusta;Mäntsälä;alempi korkeakoulututkinto;1978;suomi;suomi, englanti;male;3;3;3;2;0;0;0;3;3;2;0;3;1;3;1;0;1;0;3;0;1;1;0;3;3
Jani Hautaluoma;Kansallinen Kokoomus;Mäntsälä;ylempi korkeakoulututkinto;1977;suomi;suomi, englanti;male;3;2;0;2;1;1;1;1;2;1;0;1;1;2;1;1;2;1;2;1;2;1;1;2;2
Tapio Havula;Suomen Keskusta;Mäntsälä;ammattitutkinto;1953;suomi;suomi;male;2;0;2;3;1;0;2;2;1;2;1;1;0;1;1;2;1;3;2;1;1;1;1;2;1
Jussi Heikkilä;Kansallinen Kokoomus;Mäntsälä;ylempi korkeakoulututkinto;1963;suomi;suomi, ruotsi, englanti, saksa;male;3;2;1;1;2;0;2;1;2;2;2;0;2;0;2;1;0;2;2;1;2;1;0;1;1
Teuvo Heikkilä;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ammattitutkinto;1960;suomi;;male;2;1;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;2;2;1;2;1;1;1;2
Kalevi Heinonen;Suomen Keskusta;Mäntsälä;ylempi korkeakoulututkinto;1956;suomi;suomi, ruotsi, englanti;male;1;1;2;3;1;1;2;2;1;1;1;1;0;2;2;2;1;1;2;1;2;0;1;1;1
Jesse Helminen;Vihreä liitto;Mäntsälä;ylempi korkeakoulututkinto;1986;suomi;suomi, ruotsi, englanti;male;2;1;0;1;2;2;0;1;2;2;0;3;2;3;0;0;1;2;2;0;2;1;1;0;3
Tuomas Hilden;Kansallinen Kokoomus;Mäntsälä;ammattitutkinto;1988;suomi;suomi, englanti;male;3;1;1;2;3;1;2;3;1;0;0;1;2;1;3;3;0;3;3;0;2;0;0;2;0
Henri Hytönen;Vihreä liitto;Mäntsälä;ammattitutkinto;1990;suomi;suomi, englanti;male;2;3;1;3;0;3;1;2;0;2;1;0;1;1;0;0;2;1;3;0;2;0;1;0;3
Janne Ikonen;Vihreä liitto;Mäntsälä;ammattitutkinto;1979;suomi;suomi, englanti;male;3;1;1;2;2;1;3;1;2;2;1;0;1;3;0;2;2;2;3;0;3;0;0;0;2
Eero Isola;Vasemmistoliitto;Mäntsälä;ammattitutkinto;2001;suomi;suomi, englanti;male;3;2;1;0;0;2;1;1;0;1;0;1;1;3;0;0;3;1;3;0;3;0;2;1;2
Ari Juutinen;Perussuomalaiset;Mäntsälä;ammattitutkinto;1961;suomi;suomi;male;3;0;1;3;3;0;2;2;2;2;0;2;2;1;1;0;0;1;0;3;0;3;0;1;0
Kalevi Kannisto;Vasemmistoliitto;Mäntsälä;ammattitutkinto;1955;suomi;;male;3;0;2;2;0;2;1;1;1;3;0;1;2;3;1;2;2;2;3;0;0;0;2;1;2
Osku Karttunen;Perussuomalaiset;Mäntsälä;alempi korkeakoulututkinto;1989;suomi;suomi, ruotsi, englanti;male;2;0;0;3;3;0;3;3;2;2;1;2;1;0;2;3;0;0;0;3;0;3;0;1;0
Eero Kokko;Kansallinen Kokoomus;Mäntsälä;ylempi korkeakoulututkinto;1958;suomi;suomi, englanti;male;1;2;2;2;0;1;2;3;2;0;1;2;1;2;1;1;1;0;2;1;2;1;0;1;1
Mika Korpisuo;Vasemmistoliitto;Mäntsälä;ylioppilas;1977;suomi;englanti;male;2;1;2;2;1;0;2;2;2;2;0;0;1;3;0;0;2;0;2;0;2;0;2;0;2
Jyrki Kosonen;Suomen Keskusta;Mäntsälä;alempi korkeakoulututkinto;1961;suomi;suomi, ruotsi, englanti;male;3;1;2;3;2;1;2;2;2;3;1;2;0;1;1;1;0;1;1;1;1;2;1;1;1
Harri Krakau;Kansallinen Kokoomus;Mäntsälä;alempi korkeakoulututkinto;1966;suomi;englanti;male;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;0;2;2;1;1;1;1;1;2
Harri Kuokkanen;Kansallinen Kokoomus;Mäntsälä;alempi korkeakoulututkinto;1985;suomi;suomi, ruotsi, englanti;male;3;2;2;1;1;1;2;3;3;2;3;1;3;2;1;2;1;2;1;1;1;2;1;1;0
Petri Kuusela;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ammattitutkinto;1965;suomi;suomi;male;2;0;2;2;2;2;2;2;1;3;0;1;1;2;1;1;3;2;2;1;2;1;1;1;1
Jaakko Kyrö;Vihreä liitto;Mäntsälä;ylempi korkeakoulututkinto;1976;suomi;ruotsi, englanti, saksa, ranska;male;3;2;2;1;0;3;1;1;2;1;1;0;2;3;1;1;3;2;3;0;3;0;3;0;3
Marko Laaksonen;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ammattitutkinto;1968;suomi;suomi;male;3;1;1;2;2;0;2;2;2;2;1;1;1;1;2;1;1;3;1;2;2;2;1;0;1
Erkki Laukkanen;Vasemmistoliitto;Mäntsälä;ylempi korkeakoulututkinto;1955;suomi;suomi, ruotsi, englanti;male;2;2;2;1;1;2;1;1;3;3;0;1;2;3;1;1;2;3;2;0;3;0;2;0;3
Eero Leino;Suomen Keskusta;Mäntsälä;ammattitutkinto;1990;suomi;suomi, englanti;male;2;1;1;3;3;1;2;2;2;2;0;0;1;2;1;2;1;3;2;1;3;0;1;3;2
Timo Leino;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ammattitutkinto;1974;suomi;suomi, ruotsi, englanti;male;2;1;1;1;1;1;2;2;2;3;0;2;3;3;2;3;2;2;2;1;2;1;1;1;0
Rami Lindqvist;Perussuomalaiset;Mäntsälä;joku muu;1969;suomi;suomi, englanti, joku muu;male;3;0;2;3;0;0;1;1;3;3;0;1;0;0;2;2;0;3;0;3;0;3;0;1;0
Eero Linnamäki;Perussuomalaiset;Mäntsälä;ammattitutkinto;1973;suomi;suomi;male;3;0;0;2;1;0;2;3;2;2;1;2;2;0;1;2;0;0;0;3;0;3;0;2;0
Eero Markkanen;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ammattitutkinto;1951;suomi;suomi;male;3;2;2;2;2;1;3;2;0;3;0;2;3;1;1;1;1;2;2;0;3;0;1;1;0
Jonne Monto;Perussuomalaiset;Mäntsälä;ammattitutkinto;1988;suomi;suomi, englanti;male;2;0;1;2;1;0;2;1;2;2;0;3;0;2;1;1;0;0;1;3;0;2;0;1;1
Jukka Munukka;Perussuomalaiset;Mäntsälä;ammattitutkinto;1976;suomi;englanti;male;2;0;0;2;2;0;3;3;2;1;0;1;1;2;1;2;1;3;0;3;1;3;0;1;0
Atte Määttä;Kansallinen Kokoomus;Mäntsälä;ylempi korkeakoulututkinto;1989;suomi;suomi, ruotsi, englanti, saksa;male;3;2;2;2;1;0;1;3;3;2;1;2;3;1;1;3;0;1;2;1;1;1;0;0;2
Erkki Määttä;Kansallinen Kokoomus;Mäntsälä;ammattitutkinto;1962;suomi;suomi;male;3;2;2;2;1;0;2;3;2;1;0;2;2;2;2;2;2;3;2;3;2;1;1;0;2
Eric Paakkunainen;Suomen Sosialidemokraattinen Puolue;Mäntsälä;alempi korkeakoulututkinto;1976;suomi;suomi, englanti;male;2;1;0;3;2;1;0;1;0;2;0;1;2;3;0;0;3;3;3;0;3;1;1;1;3
Pauli Pekkinen;Perussuomalaiset;Mäntsälä;joku muu;1971;suomi;suomi;male;2;1;1;2;2;0;2;3;1;2;1;1;1;1;1;2;0;2;1;2;1;2;1;2;0
Santeri Peltola;Suomen Keskusta;Mäntsälä;ammattitutkinto;2004;suomi;suomi, englanti;male;2;1;1;3;1;0;2;1;1;2;1;1;1;1;1;2;1;2;2;1;2;1;1;1;2
Mikko A Ratia;Kansallinen Kokoomus;Mäntsälä;joku muu;1976;suomi;suomi;male;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;2;1;2
Erkki Rosengren;Suomen Keskusta;Mäntsälä;ammattitutkinto;1966;suomi;suomi, ruotsi, englanti;male;3;0;3;0;3;0;0;1;3;3;0;3;3;1;2;3;0;3;2;0;2;2;0;0;3
Joona Saarnio;Suomen Keskusta;Mäntsälä;ylempi korkeakoulututkinto;1994;suomi;suomi, ruotsi, englanti;male;3;1;1;3;2;0;3;3;2;2;1;1;2;2;2;2;0;2;2;2;1;2;0;2;0
Hannu Salin;Vihreä liitto;Mäntsälä;alempi korkeakoulututkinto;1959;suomi;suomi, ruotsi, englanti, saksa, espanja;male;3;0;2;3;1;3;2;1;1;2;0;0;1;3;0;2;3;3;3;0;3;0;1;0;3
Markus Tervo;Suomen Keskusta;Mäntsälä;ylempi korkeakoulututkinto;1979;suomi;suomi, ruotsi, englanti;male;2;2;1;3;2;1;2;2;2;2;1;0;1;2;1;2;1;2;2;1;2;1;1;1;1
Ari-matti Tetri;Perussuomalaiset;Mäntsälä;alempi korkeakoulututkinto;1978;suomi;suomi, ruotsi, englanti, espanja;male;3;1;2;2;0;0;2;3;0;3;0;3;0;0;0;2;0;3;0;3;0;2;0;2;0
Jukka Taneli Tokola;Suomen Keskusta;Mäntsälä;joku muu;1962;suomi;suomi, englanti;male;2;2;2;3;2;1;3;2;2;2;1;0;2;2;2;0;2;2;2;0;2;1;0;2;0
Ville Varila;Suomen Sosialidemokraattinen Puolue;Mäntsälä;ylioppilas;1976;suomi;suomi, englanti;male;3;1;2;2;0;1;2;1;0;2;0;2;1;2;0;2;2;2;2;1;2;0;2;0;2
Matti Virpiaro;Kansallinen Kokoomus;Mäntsälä;ammattitutkinto;1949;suomi;suomi;male;2;2;2;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2;1;1;0;2
Toni-pekka Virtanen;Suomen Keskusta;Mäntsälä;ammattitutkinto;1974;suomi;suomi, englanti;male;2;1;1;3;2;1;3;2;2;2;2;2;1;1;1;2;1;2;1;2;2;1;1;1;1
Tarmo Vähäkangas;Perussuomalaiset;Mäntsälä;alempi korkeakoulututkinto;1966;suomi;suomi;male;3;1;2;3;3;0;3;1;3;3;1;1;3;1;1;2;0;1;0;3;0;3;0;1;0
Mika Välitalo;Vihreä liitto;Mäntsälä;ylempi korkeakoulututkinto;1975;suomi;suomi, ruotsi, englanti;male;3;2;3;1;0;3;1;1;0;1;0;0;1;3;1;0;2;2;3;0;2;0;1;0;3
Jere Nuora;Vasemmistoliitto;Mäntsälä;peruskoulu;1993;suomi;suomi, ruotsi, englanti;;3;0;3;2;1;3;0;0;0;3;1;0;2;3;0;0;3;3;3;0;3;0;3;1;3
Anne Vainio;Suomen Keskusta;Mäntsälä;alempi korkeakoulututkinto;1987;suomi;;;2;0;2;1;1;1;1;2;2;2;1;2;1;2;0;1;1;2;2;1;2;1;1;1;2
Satu Aaltonen;Suomen Sosialidemokraattinen Puolue;Naantali;alempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti, saksa;female;2;0;2;2;1;1;2;2;2;2;2;2;1;1;2;0;2;3;2;0;3;1;2;1;2
Hanna Aro-heinilä;Kansallinen Kokoomus;Naantali;ylioppilas;1979;suomi;englanti, ranska;female;2;2;2;2;1;1;1;3;2;3;2;2;1;2;1;1;2;3;2;1;1;1;1;2;3
Katie Astin;Kansallinen Kokoomus;Naantali;ylioppilas;2000;suomi;suomi, ruotsi, englanti, saksa;female;2;1;3;2;1;1;1;3;3;1;1;2;0;1;1;2;2;2;1;1;1;1;0;1;1
Elina Bergström;Suomen Sosialidemokraattinen Puolue;Naantali;ammattitutkinto;1983;suomi;suomi;female;3;1;2;3;1;1;2;2;2;2;1;1;1;2;1;1;0;3;1;2;1;1;2;1;1
Minna Eura;Perussuomalaiset;Naantali;peruskoulu;1963;suomi;suomi;female;0;2;0;3;3;0;2;3;3;1;3;1;2;2;2;2;0;2;0;3;0;1;0;2;0
Hanna Gustafsson;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1968;suomi;suomi;female;3;3;2;3;1;0;3;2;2;2;2;2;1;2;2;2;1;2;1;1;2;1;1;2;2
Leena Haanpää;Vihreä liitto;Naantali;ylempi korkeakoulututkinto;1967;suomi;suomi, ruotsi, englanti, italia;female;3;2;3;1;1;2;0;1;3;1;2;0;1;3;0;1;3;3;2;0;3;1;3;1;2
Satu Haapalainen;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1974;suomi;suomi, ruotsi, englanti, saksa;female;3;1;3;3;3;0;2;3;3;2;1;0;0;3;0;0;3;3;2;1;3;0;2;2;1
Sirpa Hagsberg;Suomen Sosialidemokraattinen Puolue;Naantali;alempi korkeakoulututkinto;1963;suomi;suomi, ruotsi, englanti;female;3;0;3;2;1;1;2;2;0;2;1;3;1;3;2;1;2;2;2;0;3;1;2;0;2
Isabella Hautala;Suomen Sosialidemokraattinen Puolue;Naantali;alempi korkeakoulututkinto;1982;suomi;suomi, ruotsi, englanti, saksa, espanja;female;3;1;3;1;0;2;2;2;0;2;1;0;1;2;1;1;1;2;2;0;2;0;2;0;2
Kaisa Heinonen;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1983;suomi;suomi, ruotsi, englanti;female;3;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;2;3;1;2;2;2;1;1;1
Sabina Heljander;Vasemmistoliitto;Naantali;alempi korkeakoulututkinto;1984;suomi;suomi, ruotsi, englanti;female;3;1;3;2;2;2;2;1;1;2;0;1;2;3;0;1;2;3;2;1;2;1;2;1;3
Neea Honkanen;Kansallinen Kokoomus;Naantali;ammattitutkinto;1988;suomi;englanti;female;3;0;3;2;1;0;2;1;1;2;2;2;1;1;0;1;2;3;1;2;2;1;2;0;2
Ulla Härmä;Suomen Keskusta;Naantali;ammattitutkinto;1963;suomi;;female;3;1;2;3;2;0;2;3;2;2;1;1;0;2;2;2;1;3;2;1;2;1;1;1;1
Heini Jalkanen;Suomen Keskusta;Naantali;ylempi korkeakoulututkinto;1960;suomi;;female;2;0;3;3;1;1;3;2;3;2;3;1;0;2;1;1;1;3;1;3;2;2;1;2;0
Elsa Kalludra;Suomen Sosialidemokraattinen Puolue;Naantali;ylioppilas;2003;suomi;suomi, englanti, joku muu;female;3;1;3;2;2;1;1;1;2;3;1;1;1;2;1;1;1;2;2;1;2;1;2;1;3
Outi Kattelus;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1960;suomi;suomi, ruotsi, englanti;female;2;2;2;3;3;1;2;1;1;2;1;0;1;2;2;1;2;3;2;0;2;0;2;0;0
Elina Koisaari;Suomen Keskusta;Naantali;alempi korkeakoulututkinto;1967;suomi;suomi;female;3;0;3;3;2;1;2;2;2;2;2;2;0;2;2;2;2;3;2;1;2;1;2;2;1
Sanna Koivisto;Vasemmistoliitto;Naantali;alempi korkeakoulututkinto;1984;suomi;suomi, ruotsi, englanti;female;3;0;3;2;1;3;1;0;1;2;0;1;2;3;0;0;2;3;2;0;2;0;3;0;3
Ann-Mari Kymäläinen;Suomen Sosialidemokraattinen Puolue;Naantali;ylioppilas;1970;suomi;suomi, ruotsi, englanti;female;3;1;3;2;1;2;2;0;0;1;0;0;0;3;0;0;2;2;2;0;2;0;1;0;3
Marja Kytönen;Kansallinen Kokoomus;Naantali;joku muu;1974;suomi;suomi, ruotsi, englanti;female;2;1;3;2;1;1;1;2;2;3;1;2;0;3;1;1;2;2;2;1;2;1;1;1;2
Anna-sofia Lehikoinen;Vihreä liitto;Naantali;ammattitutkinto;1989;suomi;suomi;female;3;1;2;2;1;2;2;2;1;1;0;1;2;3;0;1;3;2;2;0;2;0;2;1;3
Sari Lehtilä;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1966;suomi;suomi, ruotsi, englanti, saksa;female;3;2;3;3;2;2;2;2;3;3;2;3;2;3;1;2;1;3;3;1;0;0;2;0;3
Riitta Leino;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1958;suomi;ruotsi;female;2;2;2;3;3;1;2;2;2;2;0;0;1;2;0;2;3;3;2;1;1;0;1;1;2
Erika Macpherson;Vasemmistoliitto;Naantali;alempi korkeakoulututkinto;1986;suomi;suomi, englanti;female;3;0;2;1;0;3;0;1;0;3;0;0;2;3;0;0;2;2;2;0;2;1;2;1;3
Marianne Mertsola;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1984;suomi;suomi, englanti;female;3;1;2;2;2;1;3;2;3;1;2;1;1;2;2;1;1;2;2;1;1;1;1;2;0
Anita Mäkilä;Suomen Kristillisdemokraatit (KD);Naantali;alempi korkeakoulututkinto;1957;suomi;suomi, ruotsi, englanti;female;3;0;2;3;1;1;3;1;1;3;1;0;1;3;1;0;1;2;2;0;1;0;1;1;0
Saara Paananen;Perussuomalaiset;Naantali;ylempi korkeakoulututkinto;1969;suomi;suomi, ruotsi, englanti;female;3;1;2;3;3;0;3;3;3;1;2;3;1;3;1;1;0;1;1;2;0;2;0;0;0
Päivi Peltola-Ojala;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1974;suomi;suomi, ruotsi, englanti;female;3;1;2;1;2;1;2;3;3;1;2;1;2;2;1;2;2;3;2;1;2;1;2;2;1
Julia Plathin-Kankare;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1975;suomi;suomi, ruotsi, englanti, saksa, ranska;female;3;1;3;3;0;0;3;3;3;2;0;1;2;3;1;0;3;3;1;2;1;2;1;2;1
Saija Porramo;Vihreä liitto;Naantali;ylempi korkeakoulututkinto;1976;suomi;englanti;female;3;1;3;2;3;3;2;2;1;1;0;1;1;3;0;0;3;3;3;0;2;0;2;1;3
Pia Puhakka;Suomen Keskusta;Naantali;alempi korkeakoulututkinto;1983;suomi;suomi, ruotsi, englanti, saksa, ranska, venäjä;female;2;1;3;3;2;1;3;2;1;1;0;0;1;1;1;1;1;3;2;1;2;0;1;1;2
Annika Rintamäki;Suomen Sosialidemokraattinen Puolue;Naantali;alempi korkeakoulututkinto;1981;suomi;suomi, ruotsi, englanti, joku muu;female;2;0;3;3;1;1;0;1;1;2;0;2;1;3;1;1;2;3;2;0;2;0;2;1;3
Inka Ritola-nieminen;Vasemmistoliitto;Naantali;ylioppilas;1976;suomi;suomi, englanti;female;3;1;2;2;1;2;0;1;1;2;0;1;0;3;0;0;3;3;3;0;3;0;2;0;3
Nina Saari;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1981;suomi;ruotsi, englanti, italia;female;3;0;3;3;1;1;2;2;2;1;1;0;1;3;1;1;2;2;2;1;2;1;2;1;2
Korinna Saarinen;Kansallinen Kokoomus;Naantali;ammattitutkinto;1991;suomi;suomi, englanti, venäjä;female;3;2;3;2;0;3;2;1;1;1;0;1;2;2;1;1;1;1;2;0;2;1;1;0;3
Kaija Saarni;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1961;suomi;suomi, englanti;female;1;1;2;1;1;0;3;3;3;0;1;1;1;2;1;2;0;3;1;1;1;1;0;3;0
Maarit Sainio;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1984;suomi;suomi, ruotsi, englanti, saksa;female;3;1;3;3;2;1;2;1;2;1;2;2;0;2;1;2;2;2;2;1;2;1;2;1;2
Anita Saksi;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1956;suomi;suomi, ruotsi, englanti, saksa;female;3;1;3;3;1;0;3;3;2;1;1;0;1;2;1;1;1;2;2;1;2;0;1;1;1
Leena Salo;Suomen Sosialidemokraattinen Puolue;Naantali;ylempi korkeakoulututkinto;1957;suomi;suomi, ruotsi, englanti;female;3;2;3;1;1;0;1;1;0;0;2;2;2;2;1;1;1;3;2;0;3;1;3;1;2
Elina Salokangas;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1962;suomi;ruotsi, englanti;female;3;1;3;2;1;0;3;2;2;1;1;0;1;2;1;2;1;3;2;1;1;0;1;1;2
Ulla Sippola;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1985;suomi;suomi;female;3;0;3;3;0;1;3;3;3;1;1;1;2;3;0;1;3;3;3;0;3;0;2;1;0
Inkeri Sundberg;Suomen Keskusta;Naantali;alempi korkeakoulututkinto;1994;suomi;suomi, englanti;female;2;1;3;2;2;1;2;2;2;1;1;1;1;2;1;2;1;2;2;1;2;1;2;1;2
Kaisa Suovanen;Suomen Keskusta;Naantali;ammattitutkinto;1980;suomi;suomi;female;3;1;1;3;1;1;2;2;2;2;1;0;0;1;2;3;1;3;2;1;2;1;1;1;1
Teija Söderholm;Suomen Sosialidemokraattinen Puolue;Naantali;alempi korkeakoulututkinto;1964;suomi;suomi, englanti;female;3;0;3;3;1;3;2;2;1;3;1;0;0;2;0;0;2;3;3;0;3;0;3;1;3
Reetta Tanila-järvinen;Suomen Keskusta;Naantali;alempi korkeakoulututkinto;1977;suomi;suomi;female;3;0;2;2;2;1;2;2;3;2;1;2;2;2;1;1;1;3;2;1;2;1;1;2;2
Erika Tavio;Perussuomalaiset;Naantali;ylempi korkeakoulututkinto;1990;suomi;suomi, englanti;female;2;0;0;3;0;0;3;3;3;2;0;1;0;1;1;2;0;1;1;3;0;3;0;0;0
Anja Toivanen;Kansallinen Kokoomus;Naantali;joku muu;1955;suomi;suomi, ruotsi, englanti;female;2;2;2;2;1;1;2;2;3;2;0;1;2;3;1;2;1;2;1;1;0;2;1;1;2
Anna-emilia Tuimala;Suomen Sosialidemokraattinen Puolue;Naantali;ylioppilas;2001;suomi;suomi, ruotsi, englanti;female;3;1;2;1;0;1;1;0;2;2;1;2;0;3;0;0;1;3;2;0;2;1;2;1;2
Pauliina Tyyskänen;Vasemmistoliitto;Naantali;ammattitutkinto;1983;suomi;;female;3;0;2;3;1;1;0;0;1;2;1;1;1;3;1;1;2;2;2;1;2;0;2;0;3
Maria Untinen;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti, saksa;female;3;1;3;2;1;1;2;2;3;1;2;2;1;2;1;1;1;2;2;1;2;0;1;1;3
Anniina Urponen;Vihreä liitto;Naantali;ylempi korkeakoulututkinto;1984;suomi;suomi, ruotsi, englanti, saksa, italia;female;3;1;3;2;1;2;2;2;1;2;1;1;1;3;0;0;3;1;2;1;2;1;2;0;1
Kaisa Vallavuori;Vasemmistoliitto;Naantali;ammattitutkinto;1978;suomi;suomi;female;3;0;2;2;3;2;0;0;0;2;1;0;1;3;0;1;3;3;3;0;3;0;2;0;3
Heidi Virkki;Suomen Keskusta;Naantali;ammattitutkinto;1986;suomi;suomi;female;3;2;3;3;1;0;2;1;1;2;0;0;0;0;2;1;1;2;2;2;1;0;1;3;1
Liisa Äikäs;Vihreä liitto;Naantali;ylempi korkeakoulututkinto;1980;suomi;suomi, ruotsi, englanti;female;3;2;2;1;0;3;1;1;1;2;1;1;1;3;1;1;3;2;3;0;2;1;2;1;3
Hannu Aalto;Suomen Sosialidemokraattinen Puolue;Naantali;ammattitutkinto;1950;suomi;suomi;male;3;0;0;1;0;0;2;1;0;2;1;2;3;3;0;1;2;3;3;0;2;0;2;1;3
Kimmo Aho;Suomen Sosialidemokraattinen Puolue;Naantali;ammattitutkinto;1966;suomi;suomi;male;3;1;2;1;2;1;2;1;1;2;0;1;1;2;1;2;1;2;2;0;2;1;2;1;2
Miska-Alexander Argillander;Suomen Keskusta;Naantali;alempi korkeakoulututkinto;1975;suomi;suomi, ruotsi, englanti;male;3;1;2;2;3;0;3;3;0;3;0;2;0;3;0;1;0;2;2;1;2;1;2;0;3
Pertti Arvonen;Kansallinen Kokoomus;Naantali;ylempi korkeakoulututkinto;1969;suomi;englanti;male;2;2;1;1;0;0;0;2;2;1;0;1;2;1;1;1;1;3;2;1;1;1;1;2;1
Tommy Björkskog;Suomen Kristillisdemokraatit (KD);Naantali;ammattitutkinto;1973;ruotsi;suomi, ruotsi, englanti;male;2;1;3;3;2;0;3;2;1;2;1;1;1;1;2;2;2;2;2;0;1;1;1;0;0
Jari Engman;Perussuomalaiset;Naantali;ammattitutkinto;1964;suomi;suomi, ruotsi, englanti;male;3;1;1;2;2;1;2;2;1;3;1;1;1;2;0;0;1;3;1;1;2;2;2;1;0
Juha-pekka Eura;Perussuomalaiset;Naantali;ylioppilas;1960;suomi;suomi;male;1;2;0;3;2;0;2;2;2;1;2;2;2;2;1;2;0;2;1;3;1;1;0;1;0
Toni Forsblom;Kansallinen Kokoomus;Naantali;ammattitutkinto;1977;suomi;suomi, ruotsi, englanti;male;3;0;3;3;0;0;3;3;3;0;1;0;0;3;0;0;3;2;1;1;3;0;3;1;0
Jari-pekka Grönberg;Kansallinen Kokoomus;Naantali;joku muu;1962;suomi;englanti;male;2;2;2;1;1;1;3;3;3;1;0;2;1;2;1;1;1;1;2;1;1;1;0;1;1
Juha Haapakoski;Kansallinen Kokoomus;Naantali;ammattitutkinto;1955;suomi;suomi, ruotsi, englanti;male;2;2;1;3;3;1;2;2;2;1;2;2;1;2;2;2;1;3;2;1;2;1;2;1;1
Juha Haavio;Kansallinen Kokoomus;Naantali;alempi korkeakoulututkinto;1965;suomi;suomi, ruotsi, englanti, saksa, joku muu;male;1;1;1;1;1;1;2;2;3;0;0;2;1;1;1;1;1;1;2;1;1;1;1;1;2
